Date,Open,High,Low,Close,Adj Close,Volume,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,Upper_BB,Middle_BB,Lower_BB
2022-02-18,155.49949645996094,155.49949645996094,150.89300537109375,152.60150146484375,152.60150146484375,63604000,154.78916691982735,155.4046848440255,-1.7937378684526664,-3.592814029043546,1.7990761605908796,44.74001845469368,166.23833085091167,151.23749923706055,136.23666762320943
2022-02-22,150.47850036621094,152.9824981689453,148.48550415039062,150.19749450683594,150.19749450683594,66128000,154.08275577936715,155.0189670412707,-1.933166599349704,-3.2608845431047775,1.3277179437550735,42.37710167585919,166.21578803772678,151.52017364501953,136.82455925231227
2022-02-23,151.65049743652344,151.76300048828125,144.6510009765625,144.82699584960938,144.82699584960938,64244000,152.65879271325056,154.26400621225875,-2.4487910922318292,-3.098465852930188,0.6496747606983586,37.599617379900444,165.83627752427805,151.76222381591796,137.68817010755788
2022-02-24,139.83749389648438,151.74899291992188,139.5,151.35800170898438,151.35800170898438,100786000,152.45867102028654,154.0487466194236,-2.3038720241724775,-2.9395470871786458,0.6356750630061683,45.62744282609974,165.1663182769131,152.3864990234375,139.6066797699619
2022-02-25,150.5500030517578,153.99000549316406,149.2135009765625,153.7884979248047,153.7884979248047,62396000,152.6632597748278,154.02946893834073,-1.9701907539275112,-2.745675820528419,0.7754850666009077,48.29341774730284,164.4609739539713,153.09404907226562,141.72712419055995
2022-02-28,152.4250030517578,154.4499969482422,150.85000610351562,153.56300354003906,153.56300354003906,57684000,152.8016818925526,153.99491594587394,-1.7042953990567469,-2.5373997362340845,0.8331043371773377,48.05798475516918,164.14267780392638,153.57329940795898,143.0039210119916
2022-03-01,152.7324981689453,154.0989990234375,149.9770050048828,151.14199829101562,151.14199829101562,44874000,152.5463459538546,153.78358871218074,-1.6696792816407253,-2.3638556453154127,0.6941763636746874,45.49364929112616,164.12405571043672,153.65172424316407,143.17939277589142
2022-03-02,150.8489990234375,152.99949645996094,148.75,152.05250549316406,152.05250549316406,47334000,152.47037049836374,153.6553603255869,-1.5508976546431938,-2.201264047180969,0.6503663925377752,46.64668570755698,164.13331784132174,153.69467468261718,143.2560315239126
2022-03-03,153.531494140625,153.9290008544922,146.8560028076172,147.89849853515625,147.89849853515625,65198000,151.7670055809472,153.22892611888835,-1.7715348534503903,-2.115318208434853,0.3437833549844629,42.254896588592324,164.22250051450692,153.5589744567871,142.89544839906728
2022-03-04,147.15899658203125,147.85000610351562,143.8070068359375,145.64100646972656,145.64100646972656,60934000,150.82454417922094,152.66685799672823,-2.1042951613997047,-2.1131135990278236,0.008818437628118847,40.048177076818796,162.9811834042822,153.89874954223632,144.81631568019043
2022-03-07,145.44349670410156,146.09449768066406,137.41650390625,137.4530029296875,137.4530029296875,86934000,148.767383986985,151.53990576954,-2.9941983043101175,-2.2893305400842823,-0.7048677642258352,33.26291183675759,164.27843449479533,152.88942489624023,141.50041529768512
2022-03-08,136.68350219726562,140.69949340820312,133.57249450683594,136.01449584960938,136.01449584960938,91662000,146.80540119661953,150.3898754051007,-3.7720466499662564,-2.585873762060677,-1.1861728879055793,32.22977000058189,165.0886483798384,151.79337463378906,138.49810088773972
2022-03-09,139.5,140.25,136.8280029296875,139.2790069580078,139.2790069580078,82656000,145.64749439067927,149.56684811272345,-4.078068864839253,-2.884312782616392,-1.1937560822228606,37.01115954523084,164.27625906867,150.68665008544923,137.09704110222847
2022-03-10,145.68499755859375,148.67449951171875,143.97799682617188,146.8175048828125,146.8175048828125,135062000,145.8274960048536,149.36319305865598,-3.669994482321272,-3.041449122557368,-0.6285453597639039,46.41324103639258,162.75648345765316,149.9680503845215,137.17961731138982
2022-03-11,149.57449340820312,149.6750030517578,145.36900329589844,145.52450561523438,145.52450561523438,68900000,145.78088209875833,149.07884584062475,-3.4116000275362524,-3.115479303553145,-0.2961207239831074,45.16789960879347,161.51491753389163,149.29410095214843,137.07328437040522
2022-03-14,145.9810028076172,147.4499969482422,140.88400268554688,141.85299682617188,141.85299682617188,74086000,145.17659205682196,148.5435977654801,-3.46315948884029,-3.185015340610574,-0.2781441482297162,41.74290286232314,161.20864720958883,148.72207565307616,136.2355040965635
2022-03-15,142.85000610351562,147.98500061035156,142.0,147.3665008544922,147.3665008544922,75584000,145.51350110261737,148.4564054017032,-3.0242651900091744,-3.152865310490294,0.1286001204811198,48.10660912163384,160.47149337694216,148.33205032348633,136.1926072700305
2022-03-16,148.5,153.14999389648438,147.35350036621094,153.10400390625,153.10400390625,84958000,146.6812707647147,148.80067195759554,-2.188245023662148,-2.959941253124665,0.7716962294625169,53.76638290253498,159.92722358259152,148.16172561645507,136.39622765031862
2022-03-17,152.6405029296875,157.49850463867188,152.13999938964844,157.23899841308594,157.23899841308594,72934000,148.3055365567718,149.42573317652077,-1.1784490919485222,-2.603642820889436,1.425193728940914,57.37459633334833,159.74375606457596,148.1186508178711,136.49354557116624
2022-03-18,156.81300354003906,161.593994140625,156.01100158691406,161.25050354003906,161.25050354003906,102962000,150.29706993881294,150.30164209233695,-0.05386270692366679,-2.0936867980962823,2.0398240911726155,60.58810011816804,161.1236692734447,148.44855117797852,135.77343308251233
2022-03-21,161.12100219726562,163.08399963378906,159.55299377441406,161.4915008544922,161.4915008544922,66538000,152.01929007968667,151.13052051916327,0.8470621691852216,-1.5055370046399816,2.3525991738252032,60.779399727019936,162.6931455630189,148.89305114746094,135.09295673190297
2022-03-22,161.8054962158203,166.16700744628906,161.69900512695312,164.88900756835938,164.88900756835938,64086000,153.99924661640554,152.14966770799262,1.814288038819086,-0.841571995948168,2.655860034767254,63.471269780122,165.09106788543932,149.62762680053712,134.16418571563491
2022-03-23,163.7050018310547,166.3699951171875,162.68699645996094,163.4080047607422,163.4080047607422,55812000,155.4467478693804,152.98361860078887,2.433267763550589,-0.18660404404841657,2.6198718075990053,61.490084086454225,166.95899485990995,150.55667724609376,134.15435963227756
2022-03-24,163.74949645996094,164.11849975585938,160.0500030517578,163.64950561523438,163.64950561523438,56798000,156.7087105995118,153.77368430556263,2.909758866606836,0.43266853808263395,2.477090328524202,61.70002349884454,168.54022532939055,151.17125244140624,133.80227955342193
2022-03-25,164.0,165.36849975585938,162.25,164.77349853515625,164.77349853515625,49032000,157.94944720499555,154.5884853596066,3.3395817145608078,1.0140511733782687,2.3255305411825393,62.71871313772761,170.05377118686812,151.72050247192382,133.38723375697953
2022-03-28,164.97500610351562,169.03750610351562,164.89999389648438,168.99049377441406,168.99049377441406,59854000,159.64806975413686,155.6553007977405,3.974678076464869,1.6061765539955888,2.3685015224692805,66.33637882627936,172.30854232131824,152.49187698364258,132.67521164596693
2022-03-29,170.38400268554688,170.8314971923828,167.86849975585938,169.31500244140625,169.31500244140625,66154000,161.1352901675629,156.66713054912313,4.452851950805439,2.1755116333575586,2.27734031744788,66.60493043707376,174.51063661398445,153.4005271911621,132.29041776833975
