Date,Open,High,Low,Close,Adj Close,Volume,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,Upper_BB,Middle_BB,Lower_BB
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,147.32110595703125,58867200,150.98566140488077,145.3423296411661,5.625717703654203,7.057919197199924,-1.4322014935457208,56.8193376531826,158.41697715675204,149.48099899291992,140.5450208290878
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,147.74774169921875,51011300,150.6663294444544,145.6066017908656,5.044823448922244,6.655300047544388,-1.610476598622144,57.5186117952327,158.157426320861,149.79999923706055,141.4425721532601
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,148.23391723632812,48394200,150.47150859092054,145.8875937986892,4.571303542128874,6.238500746461286,-1.6671972043324121,58.34637592192794,157.7070292923786,150.1769989013672,142.6469685103558
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,145.56492614746094,55469600,149.89281599445079,145.94851327388758,3.933631662784194,5.777526929725868,-1.843895266941674,52.31916767747595,157.4768687105373,150.3144989013672,143.15212909219707
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,146.7654571533203,44998500,149.58930555975763,146.09454919204,3.4857270111353955,5.3191669460077735,-1.833439934872378,54.591422253143385,157.3826351865912,150.41399917602538,143.44536316545958
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,146.2594451904297,50547000,149.25402834473482,146.191990263897,3.0543978560374683,4.866213128013713,-1.8118152719762444,53.43554613821764,156.8937906590983,150.63449935913087,144.37520805916344
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,144.1758270263672,55479000,148.6472543776362,146.12665747091157,2.514132101124318,4.395796922635833,-1.8816648215115155,48.8490334666086,156.75079724998454,150.6854995727539,144.62020189552328
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,144.7711639404297,52238100,148.22613888293975,146.11060904062992,2.1100596221864976,3.9386494625459663,-1.8285898403594687,50.165182331400345,156.69469297590808,150.70950012207032,144.72430726823256
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,149.85118103027344,70732300,148.65750194391777,146.47500828053117,2.17786501558993,3.586492573154759,-1.408627557564829,59.695427090961836,156.70666771994755,150.71999969482422,144.7333316697009
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,152.62933349609375,87558000,149.45327115732346,147.019822617607,2.4295319915808022,3.355100456839968,-0.9255684652591656,63.775325202449196,156.59517537940388,150.68649978637694,144.77782419335
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,150.41676330566406,56182000,149.78353807212224,147.35909546841503,2.421128601438568,3.1683060857596876,-0.7471774843211199,58.680610952612156,156.58435465540248,150.68000030517578,144.77564595494908
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,151.67681884765625,47204800,150.25837761751689,147.76731025721298,2.4882632045381285,3.032297509515376,-0.5440343049772474,60.61048259653338,156.30385971760495,150.59100036621095,144.87814101481695
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,149.4146270751953,53833600,150.30939588218976,147.97639811504095,2.3306250199623832,2.891963011604777,-0.561337991642394,55.59058230826538,156.20480185906268,150.5245002746582,144.84419869025373
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,147.34092712402344,68572400,150.0310272849298,148.01518343985273,2.0138361359193198,2.716337636467686,-0.7025015005483661,51.3889979100825,156.15104222938766,150.40600051879883,144.66095880821
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,149.29556274414062,84457100,150.09856173658721,148.1970217939898,1.89984111177165,2.553038331528479,-0.6531972197568288,54.852764984528335,156.11750639159854,150.37900085449218,144.6404953173858
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.3990020751953,73695900,150.48185936755698,148.5224273157602,1.9579945795595677,2.4340295811346966,-0.4760350015751289,58.29657275647476,155.9269445176929,150.31600036621094,144.70505621472898
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,151.7958984375,77167900,150.86772800226575,148.85335903260494,2.013152646998577,2.349854194307473,-0.3367015473088957,58.93310349663285,155.8955657960924,150.30550079345704,144.7154357908217
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,154.6335906982422,76161100,151.63423232553495,149.37162918600572,2.2615739434304203,2.3321981441320623,-0.07062420070164199,63.25190588066921,156.01879459723042,150.33150100708008,144.64420741692973
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,153.7902069091797,98944600,152.15204273699112,149.7885455425979,2.3626263361557562,2.3382837825368012,0.024342553618954987,61.19218665330646,156.26155980594496,150.39600067138673,144.5304415368285
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.17144775390625,73641400,152.95941983845162,150.35235653177466,2.606326426629863,2.391892311355414,0.21443411527444933,64.68859524299788,157.19996337495942,150.63850021362305,144.07703705228667
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.03680419921875,73938300,153.93181659858166,151.01366336492444,2.91752971977121,2.497019793038573,0.4205099267326369,67.1828317563552,158.6544397270689,151.17850036621093,143.70256100535295
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.59811401367188,75701800,154.53153740357752,151.51857732537854,3.0124324895261907,2.6001023323360966,0.41233015719009414,63.45965917845543,159.55628976643982,151.6245002746582,143.6927107828766
