Date,Open,High,Low,Close,Adj Close,Volume,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,Upper_BB,Middle_BB,Lower_BB
2022-02-18,295.3333435058594,295.6233215332031,279.2033386230469,285.6600036621094,285.6600036621094,68501700,299.756801075475,314.57231726949715,-16.606360403373742,-20.863598885779222,4.25723848240548,35.60134080790508,321.9539499073801,300.5024978637695,279.05104582015895
2022-02-22,278.0433349609375,285.57666015625,267.0333251953125,273.84332275390625,273.84332275390625,83288100,295.77011210292596,311.5553547127867,-17.300572325465964,-20.15099357371657,2.850421248250605,32.57600708479637,322.59431997862634,298.69466400146484,274.79500802430334
2022-02-23,276.8099975585937,278.4333190917969,253.5200042724609,254.67999267578125,254.67999267578125,95256900,289.4485552679806,307.3423649322678,-19.176011731337724,-19.9559972052408,0.7799854739030749,28.36614888963609,326.47180101402006,296.1219970703125,265.7721931266049
2022-02-24,233.4633331298828,267.49334716796875,233.3333282470703,266.92333984375,266.92333984375,135322200,285.98313751040666,304.34836307385905,-19.45016577403362,-19.85483091899936,0.40466514496574035,34.21549222460187,325.7417874551917,293.8446640014648,261.94754054773796
2022-02-25,269.74334716796875,273.1666564941406,260.79998779296875,269.9566650390625,269.9566650390625,76067700,283.5175263609691,301.8008298860963,-19.201329857157475,-19.724130706630984,0.5228008494735086,35.61816274958214,326.2357342192877,293.5241638183594,260.8125934174311
2022-02-28,271.6700134277344,292.28668212890625,271.57000732421875,290.1433410644531,290.1433410644531,99006900,284.5368824691974,300.93731219560425,-17.17722123812473,-19.214748812929734,2.0375275748050043,44.15244036540021,326.2622005296283,293.9254974365234,261.58879434341856
2022-03-01,289.8933410644531,296.6266784667969,284.59332275390625,288.1233215332031,288.1233215332031,74766900,285.0886423251983,299.98812770209304,-15.556770502194524,-18.48315315078269,2.9263826485881665,43.53060764776362,324.01655122037647,292.7196640014648,261.42277678255317
2022-03-02,290.7099914550781,295.49334716796875,281.42333984375,293.2966613769531,293.2966613769531,74643300,286.3514144870067,299.49246352986046,-13.69721337964586,-17.525965196555326,3.8287518169094668,45.64206320137622,322.0959993158934,291.8636642456055,261.6313291753176
2022-03-03,292.92333984375,295.4800109863281,277.5333251953125,279.7633361816406,279.7633361816406,61623600,285.3378639784888,298.0310466892516,-13.163783303432979,-16.653528817930855,3.4897455144978764,41.29238625389893,321.06081776399805,290.7574981689453,260.45417857389253
2022-03-04,283.0333251953125,285.2166748046875,275.0533447265625,279.42999267578125,279.42999267578125,66999600,284.4289607011492,296.6531908364019,-12.622430636742877,-15.847309181693259,3.224878544950382,41.188265476376635,320.4207225796716,289.87666473388674,259.3326068881019
